State,State2,County,Data_Value,Short_Question_Text,Long,Lat
KS,Kansas,Cowley,37.7,Short Sleep Duration,-96.83774282,37.23772038
IN,Indiana,White,19.4,Frequent Mental Distress,-86.86517159,40.74974855
KS,Kansas,Harvey,21.4,Depression,-97.42726166,38.04311041
KS,Kansas,Hamilton,35.7,Short Sleep Duration,-101.7915769,37.9991797
IA,Iowa,Page,18.8,Depression,-95.15005183,40.73915881
IA,Iowa,Story,35.5,Obesity,-93.46507271,42.03622993
KS,Kansas,McPherson,20.8,Physical Inactivity,-97.64782919,38.39166154
IA,Iowa,Van Buren,19.2,Binge Drinking,-91.9503055,40.75323952
IA,Iowa,Henry,18.2,Depression,-91.5444699,40.98777925
IA,Iowa,Tama,18.8,Current Cigarette Smoking,-92.53252914,42.07982419
IN,Indiana,Shelby,20.7,Current Cigarette Smoking,-85.7916487,39.52347381
IA,Iowa,Buchanan,18.9,Depression,-91.83747505,42.47096985
IA,Iowa,Ida,16.1,Current Cigarette Smoking,-95.513512,42.38696477
IA,Iowa,Sac,41.1,Obesity,-95.10542486,42.38620361
KS,Kansas,Marshall,18.2,Frequent Mental Distress,-96.52285303,39.78356755
IA,Iowa,Boone,14.6,Frequent Mental Distress,-93.93158304,42.03649567
KS,Kansas,Marshall,34.7,Short Sleep Duration,-96.52285303,39.78356755
IA,Iowa,Marion,18.6,Depression,-93.09943983,41.33445215
IA,Iowa,Union,17,Frequent Mental Distress,-94.2424323,41.02773626
IN,Indiana,Porter,37,Short Sleep Duration,-87.06745132,41.4608374
IA,Iowa,Floyd,28.4,Physical Inactivity,-92.78901456,43.05993845
KS,Kansas,Labette,26.5,Physical Inactivity,-95.29765074,37.19134799
IN,Indiana,Jefferson,24.9,Depression,-85.43844244,38.78558706
IA,Iowa,Grundy,24,Physical Inactivity,-92.79144786,42.4018596
IA,Iowa,Greene,30.9,Short Sleep Duration,-94.39677309,42.03622868
IA,Iowa,Dallas,18.2,Physical Inactivity,-94.03965403,41.68480366
IA,Iowa,Osceola,16.5,Current Cigarette Smoking,-95.62393162,43.37867942
IN,Indiana,Washington,20.2,Current Cigarette Smoking,-86.10516772,38.59984242
IA,Iowa,Fremont,32.7,Short Sleep Duration,-95.60470234,40.74556956
IN,Indiana,Jasper,27,Physical Inactivity,-87.11600517,41.02309258
IN,Indiana,Shelby,35.1,Short Sleep Duration,-85.7916487,39.52347381
IN,Indiana,Huntington,35.3,Short Sleep Duration,-85.48812711,40.82905224
IN,Indiana,Wabash,36.9,Obesity,-85.79397187,40.8457345
IA,Iowa,Fremont,19.4,Depression,-95.60470234,40.74556956
KS,Kansas,Cloud,41.5,Obesity,-97.64918683,39.48028136
IN,Indiana,LaPorte,39.7,Obesity,-86.74014203,41.54602065
IA,Iowa,Linn,23.3,Physical Inactivity,-91.59913224,42.07890149
IN,Indiana,Putnam,38.8,Obesity,-86.84492814,39.66620019
IA,Iowa,Clayton,31.7,Short Sleep Duration,-91.34136314,42.84469652
KS,Kansas,Greeley,18.7,Depression,-101.8060294,38.48078179
IA,Iowa,Buchanan,41,Obesity,-91.83747505,42.47096985
KS,Kansas,Cheyenne,15.4,Binge Drinking,-101.7318625,39.78580547
IA,Iowa,Warren,24.2,Binge Drinking,-93.5613579,41.33440507
IA,Iowa,Dubuque,33.8,Short Sleep Duration,-90.88228859,42.46876416
KS,Kansas,Coffey,34.5,Short Sleep Duration,-95.73407564,38.23678067
IA,Iowa,Montgomery,20.6,Depression,-95.15639224,41.03018485
KS,Kansas,Franklin,16.5,Frequent Mental Distress,-95.28597337,38.56440342
IA,Iowa,Buena Vista,16.3,Depression,-95.15079144,42.73547059
IA,Iowa,Monroe,21.4,Binge Drinking,-92.8690277,41.02986854
KS,Kansas,Gove,17.7,Frequent Mental Distress,-100.4829436,38.91587321
IA,Iowa,Jackson,23.1,Binge Drinking,-90.57414757,42.17160607
IA,Iowa,Jefferson,13.7,Frequent Mental Distress,-91.94879901,41.0318443
IN,Indiana,Warren,17.2,Frequent Mental Distress,-87.35348295,40.34697597
IA,Iowa,Cerro Gordo,13.9,Frequent Mental Distress,-93.26076813,43.081572
IA,Iowa,Webster,25.2,Physical Inactivity,-94.18176268,42.42784388
IN,Indiana,Johnson,16.3,Binge Drinking,-86.10152017,39.49001916
KS,Kansas,Douglas,23.8,Depression,-95.29236573,38.88468788
KS,Kansas,Jefferson,22.4,Physical Inactivity,-95.38331792,39.23551199
KS,Kansas,Greenwood,21.5,Depression,-96.23270166,37.87741833
IN,Indiana,Monroe,31.8,Short Sleep Duration,-86.523228,39.16083204
IN,Indiana,Wells,39.6,Short Sleep Duration,-85.22124597,40.72918711
IA,Iowa,Dickinson,24.2,Physical Inactivity,-95.15097968,43.3779096
IA,Iowa,Warren,32.6,Short Sleep Duration,-93.5613579,41.33440507
IA,Iowa,Taylor,34.8,Short Sleep Duration,-94.69612457,40.73743828
IN,Indiana,Noble,17.3,Binge Drinking,-85.41754532,41.39859849
IA,Iowa,Johnson,19.4,Depression,-91.58774141,41.67153102
IA,Iowa,Greene,16.2,Frequent Mental Distress,-94.39677309,42.03622868
KS,Kansas,Elk,20.5,Current Cigarette Smoking,-96.24370891,37.45338324
IA,Iowa,Union,37.2,Obesity,-94.2424323,41.02773626
IA,Iowa,Dubuque,22,Binge Drinking,-90.88228859,42.46876416
IA,Iowa,Appanoose,14.6,Frequent Mental Distress,-92.86852763,40.74319443
IN,Indiana,Warrick,40.3,Obesity,-87.27202271,38.09224476
KS,Kansas,Comanche,16.7,Frequent Mental Distress,-99.27133648,37.19118791
IA,Iowa,Clarke,19.4,Binge Drinking,-93.78520723,41.02891111
IA,Iowa,Sac,13.8,Frequent Mental Distress,-95.10542486,42.38620361
KS,Kansas,Dickinson,38.7,Obesity,-97.15285638,38.86627202
KS,Kansas,Jewell,20.7,Depression,-98.2182222,39.78471432
IA,Iowa,Mahaska,22.9,Binge Drinking,-92.64089128,41.33518628
IA,Iowa,Polk,20.6,Depression,-93.57352612,41.68549892
IN,Indiana,Madison,22.7,Current Cigarette Smoking,-85.71931686,40.16173328
KS,Kansas,Harvey,15.6,Frequent Mental Distress,-97.42726166,38.04311041
IA,Iowa,Clinton,33,Short Sleep Duration,-90.53233922,41.89798369
IA,Iowa,Decatur,16.4,Frequent Mental Distress,-93.78638864,40.73759389
IA,Iowa,Keokuk,14.7,Frequent Mental Distress,-92.17832294,41.3364935
IA,Iowa,Emmet,38,Obesity,-94.67850481,43.37788844
KS,Kansas,Gove,39.5,Obesity,-100.4829436,38.91587321
KS,Kansas,Marshall,24.7,Physical Inactivity,-96.52285303,39.78356755
IA,Iowa,Cedar,15,Current Cigarette Smoking,-91.13251769,41.77232166
KS,Kansas,Allen,15.9,Binge Drinking,-95.30171123,37.88570275
IN,Indiana,Putnam,18.6,Frequent Mental Distress,-86.84492814,39.66620019
IA,Iowa,Winneshiek,25.7,Binge Drinking,-91.84336728,43.29072709
IA,Iowa,Scott,14.3,Current Cigarette Smoking,-90.62294822,41.63712145
IN,Indiana,Union,36.8,Short Sleep Duration,-84.92489459,39.62533102
IA,Iowa,Cass,21.8,Depression,-94.92774537,41.33148075
KS,Kansas,Atchison,15.9,Current Cigarette Smoking,-95.31395199,39.53147291
IA,Iowa,Carroll,41.4,Obesity,-94.86048447,42.03618517
KS,Kansas,Edwards,35.1,Short Sleep Duration,-99.31197859,37.88771003
IA,Iowa,Lyon,38.5,Obesity,-96.21018211,43.38060781
IA,Iowa,Jasper,18.7,Depression,-93.05439465,41.68627282
IN,Indiana,LaGrange,27.1,Depression,-85.42656377,41.64259333
IN,Indiana,Montgomery,42.6,Obesity,-86.89334181,40.04038567
IN,Indiana,Orange,28.9,Physical Inactivity,-86.49514516,38.54168182
KS,Kansas,Hodgeman,25.1,Physical Inactivity,-99.89821554,38.08784579
KS,Kansas,Edwards,17.1,Frequent Mental Distress,-99.31197859,37.88771003
KS,Kansas,Johnson,17.2,Physical Inactivity,-94.82247673,38.88372749
IN,Indiana,Ohio,15.6,Binge Drinking,-84.96541764,38.95002821
KS,Kansas,Comanche,25,Physical Inactivity,-99.27133648,37.19118791
IA,Iowa,Hancock,17.5,Current Cigarette Smoking,-93.73434991,43.08183607
IA,Iowa,Jackson,18.1,Current Cigarette Smoking,-90.57414757,42.17160607
IN,Indiana,Steuben,24,Depression,-85.00089493,41.6439137
IA,Iowa,O'Brien,18,Depression,-95.62495705,43.08366261
KS,Kansas,Clay,40.1,Obesity,-97.16516329,39.34948621
IN,Indiana,Howard,36.5,Short Sleep Duration,-86.11689908,40.48360152
KS,Kansas,Dickinson,15.5,Frequent Mental Distress,-97.15285638,38.86627202
IA,Iowa,Mills,31.8,Short Sleep Duration,-95.62131657,41.03341568
IN,Indiana,Gibson,30.3,Physical Inactivity,-87.58529745,38.31158917
IN,Indiana,Switzerland,17.8,Frequent Mental Distress,-85.03693567,38.82622891
IN,Indiana,Switzerland,21.3,Current Cigarette Smoking,-85.03693567,38.82622891
IN,Indiana,Jennings,17.5,Binge Drinking,-85.62762677,38.99707719
IA,Iowa,Plymouth,25.6,Physical Inactivity,-96.21413128,42.73779832
IA,Iowa,Montgomery,18.3,Current Cigarette Smoking,-95.15639224,41.03018485
IA,Iowa,Jefferson,18.6,Depression,-91.94879901,41.0318443
IA,Iowa,Winnebago,21.2,Physical Inactivity,-93.73409863,43.37752561
IA,Iowa,Madison,22.6,Physical Inactivity,-94.01552289,41.33073931
KS,Kansas,Graham,18.1,Binge Drinking,-99.88352889,39.34988258
IN,Indiana,Orange,40.4,Short Sleep Duration,-86.49514516,38.54168182
KS,Kansas,Douglas,17.6,Frequent Mental Distress,-95.29236573,38.88468788
KS,Kansas,Atchison,18.6,Binge Drinking,-95.31395199,39.53147291
IA,Iowa,Hamilton,23.5,Physical Inactivity,-93.70678011,42.38384023
IA,Iowa,Clinton,26.6,Physical Inactivity,-90.53233922,41.89798369
IN,Indiana,Starke,19,Current Cigarette Smoking,-86.64775999,41.28090613
IA,Iowa,Delaware,13.5,Frequent Mental Distress,-91.36709935,42.47125932
IN,Indiana,Harrison,24.5,Depression,-86.11161229,38.19540329
IA,Iowa,Mahaska,42.4,Obesity,-92.64089128,41.33518628
KS,Kansas,Brown,27.6,Physical Inactivity,-95.56425121,39.82649771
IA,Iowa,Floyd,31,Short Sleep Duration,-92.78901456,43.05993845
IA,Iowa,Woodbury,38,Obesity,-96.04451835,42.38955648
IN,Indiana,Marion,17.2,Current Cigarette Smoking,-86.13843646,39.78169939
IA,Iowa,Clarke,42.5,Obesity,-93.78520723,41.02891111
IN,Indiana,Owen,36.6,Short Sleep Duration,-86.83742776,39.31284908
IN,Indiana,Johnson,27.8,Physical Inactivity,-86.10152017,39.49001916
IN,Indiana,Wabash,16.8,Frequent Mental Distress,-85.79397187,40.8457345
IN,Indiana,Ripley,37.4,Obesity,-85.26226487,39.10354161
IA,Iowa,Franklin,30.3,Physical Inactivity,-93.26251618,42.73257512
IA,Iowa,Palo Alto,41.6,Obesity,-94.67820833,43.0820387
IA,Iowa,Allamakee,16.3,Frequent Mental Distress,-91.37774298,43.28413551
KS,Kansas,Cheyenne,18.1,Current Cigarette Smoking,-101.7318625,39.78580547
IN,Indiana,Jackson,20.3,Frequent Mental Distress,-86.03757482,38.90640817
IN,Indiana,Tipton,24.8,Physical Inactivity,-86.05187282,40.31134685
KS,Kansas,Jefferson,20,Depression,-95.38331792,39.23551199
KS,Kansas,Lyon,15.1,Current Cigarette Smoking,-96.1526456,38.45587143
KS,Kansas,Barber,15.5,Frequent Mental Distress,-98.68481416,37.2289283
IA,Iowa,Osceola,19.3,Binge Drinking,-95.62393162,43.37867942
IN,Indiana,Warren,15.8,Binge Drinking,-87.35348295,40.34697597
IN,Indiana,Pulaski,37.3,Short Sleep Duration,-86.69873539,41.04178825
IA,Iowa,Woodbury,17.5,Current Cigarette Smoking,-96.04451835,42.38955648
IA,Iowa,Carroll,24.5,Binge Drinking,-94.86048447,42.03618517
IA,Iowa,Louisa,15.4,Frequent Mental Distress,-91.25956456,41.21845863
IA,Iowa,Davis,23.7,Binge Drinking,-92.40995572,40.74770908
KS,Kansas,Crawford,24.1,Physical Inactivity,-94.85178331,37.50726827
IA,Iowa,Benton,26.1,Physical Inactivity,-92.06562456,42.08026446
IA,Iowa,Hardin,17.8,Current Cigarette Smoking,-93.24039807,42.38390348
IN,Indiana,Parke,18.4,Frequent Mental Distress,-87.20660456,39.77362991
IN,Indiana,Marshall,17.2,Binge Drinking,-86.26172593,41.32477812
IA,Iowa,Muscatine,23.2,Binge Drinking,-91.11277494,41.4838849
IN,Indiana,Vermillion,40.6,Obesity,-87.46402324,39.85404172
IA,Iowa,Monona,27,Physical Inactivity,-95.95978639,42.05153644
IN,Indiana,Jackson,25.1,Depression,-86.03757482,38.90640817
IA,Iowa,Butler,18.6,Depression,-92.79019984,42.73158841
IA,Iowa,Winneshiek,14.5,Frequent Mental Distress,-91.84336728,43.29072709
KS,Kansas,Jefferson,32.3,Short Sleep Duration,-95.38331792,39.23551199
IN,Indiana,Greene,31.4,Physical Inactivity,-86.96205351,39.03639463
IA,Iowa,Ida,37.1,Obesity,-95.513512,42.38696477
IA,Iowa,Boone,22.1,Binge Drinking,-93.93158304,42.03649567
KS,Kansas,Barber,21.4,Depression,-98.68481416,37.2289283
KS,Kansas,Lane,24.8,Physical Inactivity,-100.4660754,38.48119447
IN,Indiana,Madison,39.3,Obesity,-85.71931686,40.16173328
IN,Indiana,Posey,16.5,Binge Drinking,-87.86865311,38.02192887
IN,Indiana,St. Joseph,16.5,Binge Drinking,-86.2899347,41.61661374
KS,Kansas,Bourbon,19.5,Frequent Mental Distress,-94.84974241,37.85514967
IA,Iowa,Jackson,41.9,Obesity,-90.57414757,42.17160607
KS,Kansas,Doniphan,17.1,Frequent Mental Distress,-95.14675944,39.78797402
IA,Iowa,Monona,32.4,Short Sleep Duration,-95.95978639,42.05153644
IA,Iowa,Ida,24.1,Binge Drinking,-95.513512,42.38696477
KS,Kansas,Grant,16.7,Frequent Mental Distress,-101.3079758,37.56227336
IA,Iowa,Chickasaw,19.8,Depression,-92.31764082,43.06009249
IA,Iowa,Des Moines,16.3,Frequent Mental Distress,-91.18157852,40.92287275
IA,Iowa,Iowa,23.9,Physical Inactivity,-92.06518781,41.68624067
IN,Indiana,Newton,41.6,Obesity,-87.39763611,40.95602113
IN,Indiana,Vermillion,28,Depression,-87.46402324,39.85404172
IN,Indiana,Rush,25,Depression,-85.46576267,39.62008971
KS,Kansas,Cloud,40.9,Obesity,-97.64918683,39.48028136
IN,Indiana,Randolph,21.1,Current Cigarette Smoking,-85.01136365,40.15762852
KS,Kansas,Decatur,14.6,Binge Drinking,-100.4593927,39.78469039
IN,Indiana,Vigo,39.1,Short Sleep Duration,-87.38965865,39.43082176
IN,Indiana,Martin,38.5,Short Sleep Duration,-86.80317094,38.70777219
KS,Kansas,Greeley,13.6,Current Cigarette Smoking,-101.8060294,38.48078179
IN,Indiana,LaGrange,17.4,Binge Drinking,-85.42656377,41.64259333
KS,Kansas,Anderson,22.5,Depression,-95.29336887,38.21419319
IN,Indiana,Martin,24.9,Depression,-86.80317094,38.70777219
IA,Iowa,Linn,22.9,Physical Inactivity,-91.59913224,42.07890149
IN,Indiana,Grant,14.4,Binge Drinking,-85.65473398,40.51589426
KS,Kansas,Marion,13.6,Current Cigarette Smoking,-97.09704631,38.35902162
IA,Iowa,Johnson,29.5,Short Sleep Duration,-91.58774141,41.67153102
IA,Iowa,Louisa,20.4,Depression,-91.25956456,41.21845863
IA,Iowa,Jackson,19.6,Binge Drinking,-90.57414757,42.17160607
KS,Kansas,Jackson,16.5,Current Cigarette Smoking,-95.79369874,39.4167648
IN,Indiana,Marshall,24.5,Depression,-86.26172593,41.32477812
KS,Kansas,Kingman,34.4,Short Sleep Duration,-98.13637408,37.55892394
IN,Indiana,Hendricks,17,Frequent Mental Distress,-86.50999307,39.76951552
IA,Iowa,Calhoun,32,Short Sleep Duration,-94.64045182,42.38526309
IA,Iowa,Mills,20.1,Depression,-95.62131657,41.03341568
IA,Iowa,Bremer,15,Current Cigarette Smoking,-92.31804391,42.77461114
IA,Iowa,Kossuth,37.6,Obesity,-94.20680956,43.20421444
IN,Indiana,Gibson,40.3,Short Sleep Duration,-87.58529745,38.31158917
KS,Kansas,Barton,34.6,Short Sleep Duration,-98.75632747,38.47892441
IA,Iowa,Lee,22.9,Binge Drinking,-91.47949584,40.64225242
IA,Iowa,Shelby,14.2,Frequent Mental Distress,-95.31008894,41.68510184
IN,Indiana,Perry,40.6,Obesity,-86.63811995,38.07950998
KS,Kansas,Kearny,42.7,Obesity,-101.3203923,38.00024973
IN,Indiana,Union,15.5,Binge Drinking,-84.92489459,39.62533102
IN,Indiana,Knox,17.8,Current Cigarette Smoking,-87.41867581,38.68979134
IA,Iowa,Greene,22.9,Binge Drinking,-94.39677309,42.03622868
KS,Kansas,Geary,37.4,Short Sleep Duration,-96.7526297,39.00214581
IA,Iowa,Wright,31.4,Physical Inactivity,-93.73517261,42.73302204
IA,Iowa,Boone,20,Depression,-93.93158304,42.03649567
IN,Indiana,Randolph,37.6,Short Sleep Duration,-85.01136365,40.15762852
KS,Kansas,Gove,19.1,Depression,-100.4829436,38.91587321
IA,Iowa,Winnebago,17.6,Depression,-93.73409863,43.37752561
IA,Iowa,Louisa,37.8,Short Sleep Duration,-91.25956456,41.21845863
IA,Iowa,Monroe,16.1,Frequent Mental Distress,-92.8690277,41.02986854
IA,Iowa,Lyon,15.5,Frequent Mental Distress,-96.21018211,43.38060781
IA,Iowa,Crawford,35.6,Short Sleep Duration,-95.38202105,42.03725424
KS,Kansas,Lyon,39.1,Obesity,-96.1526456,38.45587143
IN,Indiana,Vanderburgh,38.8,Obesity,-87.58575645,38.0253645
IN,Indiana,Wayne,19.4,Frequent Mental Distress,-85.00994708,39.86432597
KS,Kansas,Jefferson,14.7,Frequent Mental Distress,-95.38331792,39.23551199
IN,Indiana,Spencer,35.6,Short Sleep Duration,-87.00780729,38.01421581
KS,Kansas,Kingman,40.7,Obesity,-98.13637408,37.55892394
IA,Iowa,Crawford,32.9,Physical Inactivity,-95.38202105,42.03725424
IA,Iowa,Clay,24.9,Binge Drinking,-95.15111611,43.08256675
IA,Iowa,Grundy,22.2,Physical Inactivity,-92.79144786,42.4018596
IN,Indiana,Scott,26.7,Depression,-85.74706108,38.68577465
IN,Indiana,Kosciusko,35.5,Short Sleep Duration,-85.86074569,41.2441074
IA,Iowa,Greene,18,Depression,-94.39677309,42.03622868
KS,Kansas,Labette,18.3,Binge Drinking,-95.29765074,37.19134799
KS,Kansas,Johnson,17.8,Depression,-94.82247673,38.88372749
KS,Kansas,Jackson,19.4,Depression,-95.79369874,39.4167648
KS,Kansas,Franklin,22.1,Physical Inactivity,-95.28597337,38.56440342
IA,Iowa,Adams,18.3,Depression,-94.69926915,41.02896534
IA,Iowa,Harrison,19.5,Current Cigarette Smoking,-95.8167226,41.68296367
IA,Iowa,Black Hawk,22.3,Binge Drinking,-92.30872485,42.47009134
IA,Iowa,Johnson,14.9,Frequent Mental Distress,-91.58774141,41.67153102
IN,Indiana,Martin,31.7,Physical Inactivity,-86.80317094,38.70777219
IA,Iowa,Hancock,20,Binge Drinking,-93.73434991,43.08183607
IN,Indiana,Owen,30.2,Physical Inactivity,-86.83742776,39.31284908
KS,Kansas,Gove,23.2,Physical Inactivity,-100.4829436,38.91587321
IN,Indiana,Pike,41.7,Obesity,-87.23218711,38.39885694
KS,Kansas,Johnson,14.2,Frequent Mental Distress,-94.82247673,38.88372749
IA,Iowa,Cerro Gordo,28.3,Physical Inactivity,-93.26076813,43.081572
IA,Iowa,Floyd,14.6,Frequent Mental Distress,-92.78901456,43.05993845
IA,Iowa,Marshall,40.2,Obesity,-92.99891891,42.03585629
KS,Kansas,Jewell,19.2,Binge Drinking,-98.2182222,39.78471432
IA,Iowa,Kossuth,13.9,Frequent Mental Distress,-94.20680956,43.20421444
IN,Indiana,Johnson,17.4,Frequent Mental Distress,-86.10152017,39.49001916
IN,Indiana,LaPorte,24.2,Depression,-86.74014203,41.54602065
KS,Kansas,Lincoln,27,Physical Inactivity,-98.20745361,39.04547622
IN,Indiana,Knox,25.3,Depression,-87.41867581,38.68979134
KS,Kansas,Hamilton,40,Obesity,-101.7915769,37.9991797
IN,Indiana,Sullivan,21,Current Cigarette Smoking,-87.41399857,39.08905401
IN,Indiana,Spencer,26.6,Physical Inactivity,-87.00780729,38.01421581
IA,Iowa,Lucas,29.3,Physical Inactivity,-93.32780064,41.02948216
KS,Kansas,Bourbon,29.3,Physical Inactivity,-94.84974241,37.85514967
IN,Indiana,Lawrence,19.7,Current Cigarette Smoking,-86.48319534,38.84104135
IN,Indiana,Miami,36.9,Short Sleep Duration,-86.04510126,40.76949671
IN,Indiana,Hamilton,28.5,Obesity,-86.05199498,40.07247314
KS,Kansas,Kearny,34.8,Short Sleep Duration,-101.3203923,38.00024973
IA,Iowa,Mitchell,19.5,Depression,-92.78887392,43.35634158
IN,Indiana,White,28.7,Physical Inactivity,-86.86517159,40.74974855
IA,Iowa,Polk,17.7,Current Cigarette Smoking,-93.57352612,41.68549892
IA,Iowa,Lee,17.8,Current Cigarette Smoking,-91.47949584,40.64225242
IA,Iowa,Dallas,32.7,Obesity,-94.03965403,41.68480366
KS,Kansas,Decatur,25.4,Physical Inactivity,-100.4593927,39.78469039
IA,Iowa,Sac,23.7,Physical Inactivity,-95.10542486,42.38620361
IA,Iowa,Harrison,20.7,Depression,-95.8167226,41.68296367
KS,Kansas,Butler,40.2,Obesity,-96.83907011,37.78117274
IA,Iowa,Cass,32.5,Short Sleep Duration,-94.92774537,41.33148075
KS,Kansas,Hodgeman,13.8,Frequent Mental Distress,-99.89821554,38.08784579
IA,Iowa,Wapello,31.4,Physical Inactivity,-92.40948631,41.03057458
KS,Kansas,Chautauqua,39.7,Obesity,-96.24537543,37.14998221
IN,Indiana,Vigo,19,Current Cigarette Smoking,-87.38965865,39.43082176
KS,Kansas,Douglas,37.7,Obesity,-95.29236573,38.88468788
IN,Indiana,Wells,30.4,Physical Inactivity,-85.22124597,40.72918711
IA,Iowa,O'Brien,38.3,Obesity,-95.62495705,43.08366261
IN,Indiana,LaGrange,21.9,Current Cigarette Smoking,-85.42656377,41.64259333
IA,Iowa,Cedar,38.1,Obesity,-91.13251769,41.77232166
KS,Kansas,Atchison,21.7,Depression,-95.31395199,39.53147291
KS,Kansas,Ellsworth,16.5,Frequent Mental Distress,-98.20468908,38.69680676
IA,Iowa,Johnson,12.8,Current Cigarette Smoking,-91.58774141,41.67153102
IA,Iowa,Crawford,20.2,Binge Drinking,-95.38202105,42.03725424
KS,Kansas,Chautauqua,18.3,Current Cigarette Smoking,-96.24537543,37.14998221
IN,Indiana,Whitley,27,Physical Inactivity,-85.50499549,41.13924465
IA,Iowa,Fayette,17.4,Frequent Mental Distress,-91.84439392,42.86264363
IA,Iowa,Webster,38.7,Obesity,-94.18176268,42.42784388
KS,Kansas,Edwards,28.2,Physical Inactivity,-99.31197859,37.88771003
IA,Iowa,Monona,19,Binge Drinking,-95.95978639,42.05153644
IA,Iowa,Dubuque,41.5,Obesity,-90.88228859,42.46876416
IA,Iowa,Washington,18.3,Depression,-91.71736356,41.33551414
IN,Indiana,Sullivan,25.1,Depression,-87.41399857,39.08905401
IN,Indiana,Pulaski,17.6,Binge Drinking,-86.69873539,41.04178825
IN,Indiana,Steuben,14.2,Current Cigarette Smoking,-85.00089493,41.6439137
IN,Indiana,Vigo,19.6,Frequent Mental Distress,-87.38965865,39.43082176
IN,Indiana,Wabash,29.3,Physical Inactivity,-85.79397187,40.8457345
KS,Kansas,Linn,19.6,Depression,-94.84307193,38.21232892
KS,Kansas,Logan,24.4,Physical Inactivity,-101.148475,38.91735806
IN,Indiana,Starke,29.6,Physical Inactivity,-86.64775999,41.28090613
IA,Iowa,Hancock,20,Depression,-93.73434991,43.08183607
KS,Kansas,Meade,16.9,Binge Drinking,-100.3655667,37.2382604
IN,Indiana,Whitley,36.4,Short Sleep Duration,-85.50499549,41.13924465
IA,Iowa,Clayton,16.9,Current Cigarette Smoking,-91.34136314,42.84469652
KS,Kansas,Coffey,21.3,Current Cigarette Smoking,-95.73407564,38.23678067
IA,Iowa,Johnson,25.7,Binge Drinking,-91.58774141,41.67153102
IN,Indiana,Henry,30.3,Physical Inactivity,-85.39649267,39.93109138
IA,Iowa,Mitchell,34.2,Short Sleep Duration,-92.78887392,43.35634158
KS,Kansas,Lane,39.8,Obesity,-100.4660754,38.48119447
IA,Iowa,Sac,33.7,Short Sleep Duration,-95.10542486,42.38620361
IA,Iowa,O'Brien,17,Current Cigarette Smoking,-95.62495705,43.08366261
KS,Kansas,Doniphan,18.7,Binge Drinking,-95.14675944,39.78797402
IN,Indiana,Rush,18.2,Current Cigarette Smoking,-85.46576267,39.62008971
IA,Iowa,Dickinson,25,Binge Drinking,-95.15097968,43.3779096
IA,Iowa,Jones,25.3,Physical Inactivity,-91.13153465,42.12119452
IA,Iowa,Audubon,17.4,Frequent Mental Distress,-94.9058176,41.68448919
